Pokemon          , Pokedex,     , Living,     , Shiny, 100%, Lucky, XXL, XXS, Mega, Dynamax, Gigantamax, Shadow, Purified,  ,   ,     , 
905 Enamorus     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
Therian          ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Incarnate        ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
906 Sprigatito   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
907 Floragato    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
908 Meowscarada  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
909 Fuecoco      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
910 Crocalor     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
911 Skeledirge   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
912 Quaxly       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
913 Quaxwell     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
914 Quaquaval    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
915 Lechonk      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
916 Oinkologne   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
917 Tarountula   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
918 Spidops      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
919 Nymble       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
920 Lokix        ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
921 Pawmi        ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
922 Pawmo        ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
923 Pawmot       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
924 Tandemaus    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
925 Maushold     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
Family of 3      ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  2,     ,   
Family of 4      ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  2,     ,   
926 Fidough      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
927 Dachsbun     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
928 Smoliv       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
929 Dolliv       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
930 Arboliva     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
931 Squawkabilly ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
932 Nacli        ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
933 Naclstack    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
934 Garganacl    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
935 Charcadet    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
936 Armarouge    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
937 Ceruledge    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
938 Tadbulb      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
939 Bellibolt    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
940 Wattrel      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
941 Kilowattrel  ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
942 Maschiff     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
943 Mabosstiff   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
944 Shroodle     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
945 Grafaiai     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
946 Bramblin     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
947 Brambleghast , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
948 Toedscool    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
949 Toedscruel   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
950 Klawf        ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
951 Capsakid     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
952 Scovillain   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
953 Rellor       , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
954 Rabsca       , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
955 Flittle      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
956 Espathra     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
957 Tinkatink    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
958 Tinkatuff    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
959 Tinkaton     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
960 Wiglett      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
961 Wugtrio      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
962 Bombirdier   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
963 Finizen      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
964 Palafin      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
965 Varoom       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
966 Revaroom     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
967 Cyclizar     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
968 Orthworm     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
969 Glimmet      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
970 Glimmora     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
971 Greavard     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
972 Houndstone   ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
973 Flamigo      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
974 Cetoddle     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
975 Cetitan      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
976 Veluza       ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
977 Dondozo      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
978 Tatsugiri    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
Curly            ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Droopy           ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Stretchy         ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
979 Annihilape   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
980 Clodsire     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
981 Farigaraf    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
982 Dudunsparce  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
Two-Segment      ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Three-Segment    ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
983 Kingambit    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
984 Great Tusk   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
985 Scream Tail  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
986 Brute Bonnet , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
987 Flutter Mane , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
988 Slither Wing , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
989 Sandy Shocks , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
990 Iron Treads  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
991 Iron Bundle  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
992 Iron Hands   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
993 Iron Jugulis , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
994 Iron Moth    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
995 Iron Thorns  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
996 Frigibax     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
997 Arctibax     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
998 Baxcalibur   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
999 Gimmighoul   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
1000 Gholdengo   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
1001 Wo-Chien    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1002 Chien-Pao   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1003 Ting-Lu     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1004 Chi-Yu      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1005 Roaring Moon, -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1006 Iron Valiant, -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1007 Koraidon    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1008 Miraidon    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1009 Walking Wake, -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1010 Iron Leaves , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1011 Dipplin     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
1012 Poltchageist,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
1012 Sinistchai  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
1014 Okidogi     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1015 Munkidori   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1016 Fezanipiti  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1017 Ogrepon     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1018 Archaludon  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1019 Hydrapple   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
1020 Gouging Fire, -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1021 Raging Bolt , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1022 Iron Boulder, -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1023 Iron Crown  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1024 Terapagos   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
1025 Pecharunt   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
